Date,Volume,RSI,MACD,MACD_Signal,BB_High,BB_Low,GDP,CPI,UNEMP,FEDFUNDS
2000-06-19,7731000,42.232583929900066,-0.3302613678300652,-0.16968720901199683,25.735404019472966,21.700553316952814,10247.72,172.2,4.0,6.53
2000-06-20,5643600,45.757954684614035,-0.33439389093355487,-0.20262854539630845,25.73628358359596,21.690651612326892,10247.72,172.2,4.0,6.53
2000-06-21,4059300,43.24991116384942,-0.3698076767858609,-0.23606437167421895,25.748028260127285,21.594696730717445,10247.72,172.2,4.0,6.53
2000-06-22,3268600,41.612468551775855,-0.41732932994311867,-0.2723173633279989,25.77825954500357,21.498302192056975,10247.72,172.2,4.0,6.53
2000-06-23,3662500,43.456776130378714,-0.43061351267336434,-0.303976593197072,25.777213721474332,21.501351685324984,10247.72,172.2,4.0,6.53
2000-06-26,3195000,45.983496238687124,-0.4097232569348144,-0.3251259259446205,25.76797063838501,21.537662715802,10247.72,172.2,4.0,6.53
2000-06-27,5146100,47.365052439344886,-0.3742928904626801,-0.33495931884823243,25.757690282279796,21.496815065925773,10247.72,172.2,4.0,6.53
2000-06-28,4898400,44.456835787092366,-0.3764545360667917,-0.3432583622919443,25.72795587382593,21.394473973891355,10247.72,172.2,4.0,6.53
2000-06-29,4679500,46.74279711242834,-0.3516666655709102,-0.34494002294773746,25.583290942597458,21.356688038420607,10247.72,172.2,4.0,6.53
2000-06-30,6995300,41.74230716607706,-0.3882171505306822,-0.35359544846432645,25.15560706111292,21.412450380598504,10247.72,172.2,4.0,6.53
2000-07-03,2746100,48.67760765693885,-0.34207792688005867,-0.3512919441474729,24.74626858518344,21.580162498495756,10318.165,172.7,4.0,6.54
2000-07-05,5083900,49.34657168167136,-0.2947834310171906,-0.33999024152141644,24.502317839098392,21.667759294080316,10318.165,172.7,4.0,6.54
2000-07-06,3497600,50.27725460076396,-0.24470643151679283,-0.3209334795204917,24.23896632221791,21.790881204332383,10318.165,172.7,4.0,6.54
2000-07-07,6245000,57.254989592772304,-0.1229597905988129,-0.281338741736156,24.15879992248843,21.84278832671811,10318.165,172.7,4.0,6.54
2000-07-10,3393600,55.973408575367856,-0.03825136942410978,-0.23272126727374676,24.266582599364323,21.793856891907648,10318.165,172.7,4.0,6.54
2000-07-11,4641900,58.942792583203655,0.06478986011804011,-0.17321904179538938,24.488594593384963,21.68965800823857,10318.165,172.7,4.0,6.54
2000-07-12,4531400,58.37731607520208,0.13994898112700227,-0.11058543721091106,24.683732579795198,21.62582304612033,10318.165,172.7,4.0,6.54
2000-07-13,4588500,59.01243156253303,0.20448774474442288,-0.04757080081984427,24.78395395621716,21.575767990499145,10318.165,172.7,4.0,6.54
2000-07-14,4532300,64.46241873571776,0.32036682219109736,0.02601672378234405,25.15811711656927,21.396716677070867,10318.165,172.7,4.0,6.54
2000-07-17,5069900,62.08124196419057,0.3893852092987693,0.0986904208856291,25.387524474039434,21.50210908614123,10318.165,172.7,4.0,6.54
2000-07-18,3273200,56.80825836046257,0.3967441182537428,0.15830116035925185,25.520155710356345,21.582109838349712,10318.165,172.7,4.0,6.54
2000-07-19,4287100,55.64489373385686,0.3883250970652661,0.2043059477004547,25.62879029421454,21.62286681027765,10318.165,172.7,4.0,6.54
2000-07-20,6117400,57.96266066731082,0.401462064054801,0.243737170971324,25.754139573906883,21.722305433417333,10318.165,172.7,4.0,6.54
2000-07-21,5470100,62.733683416694554,0.46214026039083933,0.28741778885522706,25.95258953041396,21.847613983685164,10318.165,172.7,4.0,6.54
2000-07-24,3232600,56.99251355995112,0.45911608269727466,0.3217574476236366,26.02847175965448,22.014648052357238,10318.165,172.7,4.0,6.54
2000-07-25,2697100,55.53310855434072,0.4394360935667869,0.3452931768122667,26.08463114354816,22.153180898688166,10318.165,172.7,4.0,6.54
2000-07-26,4654000,47.64857847208633,0.34653299238017965,0.3455411399258493,26.070461208841582,22.253144519307835,10318.165,172.7,4.0,6.54
2000-07-27,3556100,49.699506423649126,0.2891236723822459,0.33425764641712863,26.01463111606628,22.46185070308655,10318.165,172.7,4.0,6.54
2000-07-28,2880800,44.11575429377177,0.18286808337456506,0.3039797338086159,25.976395948552305,22.552458993769473,10318.165,172.7,4.0,6.54
2000-07-31,3650700,49.922196408769246,0.1531000987754183,0.2738038068019764,25.782036218116847,22.944033804466162,10318.165,172.7,4.0,6.54
2000-08-01,10556800,56.113961617219886,0.19809469003753577,0.2586619834490883,25.770429735755567,23.15249220790898,10318.165,172.7,4.1,6.5
2000-08-02,6692900,55.35151546295952,0.22384155720978427,0.2516978982012275,25.72290977732149,23.37869353993925,10318.165,172.7,4.1,6.5
2000-08-03,5914200,50.65702244079111,0.1955605270820655,0.24047042397739513,25.623265526400097,23.58736355532598,10318.165,172.7,4.1,6.5
2000-08-04,8546500,57.763290683344046,0.2557297337421822,0.24352228593035255,25.724955650250717,23.600755790789325,10318.165,172.7,4.1,6.5
2000-08-07,6924000,60.88345443923877,0.3434432957012632,0.2635064878845347,25.92379380780408,23.58665483874133,10318.165,172.7,4.1,6.5
2000-08-08,3458500,60.61560283084674,0.40583543213618256,0.29197227673486426,26.093237454493867,23.553493159214632,10318.165,172.7,4.1,6.5
2000-08-09,6305600,55.6087717206288,0.4041909266288819,0.3144160067136678,26.146259440704444,23.585269604400533,10318.165,172.7,4.1,6.5
2000-08-10,4979200,53.844173096344456,0.3813849638973217,0.3278097981503986,26.1721933806368,23.61384826059855,10318.165,172.7,4.1,6.5
2000-08-11,4492200,54.29048213432873,0.3640027051170769,0.3350483795437343,26.143640444588907,23.618173291373008,10318.165,172.7,4.1,6.5
2000-08-14,4970100,56.978398185002106,0.3752264510545338,0.3430839938458942,26.188160512005222,23.608480647052392,10318.165,172.7,4.1,6.5
2000-08-15,7236200,52.79885589175448,0.34350573158384634,0.3431683413934847,26.2083888603571,23.63065094219417,10318.165,172.7,4.1,6.5
2000-08-16,5305600,47.09441180513483,0.2591729927308144,0.32636927166095064,26.210892192429135,23.61300421565192,10318.165,172.7,4.1,6.5
2000-08-17,4514400,48.39966029951959,0.2022269964235548,0.3015408166134715,26.204668855266416,23.588943243427433,10318.165,172.7,4.1,6.5
2000-08-18,3694100,48.67233723652258,0.15772203772582216,0.2727770608359416,26.126950120632127,23.570508337314653,10318.165,172.7,4.1,6.5
2000-08-21,3502300,49.534106367010395,0.12830389432608413,0.24388242753397013,26.112166780253975,23.555007368305592,10318.165,172.7,4.1,6.5
2000-08-22,7456800,57.042232653840955,0.17385378614598324,0.22987669925637277,26.18717588420332,23.55268102650225,10318.165,172.7,4.1,6.5
2000-08-23,6868200,62.25553873908022,0.26795667904804077,0.2374926952147064,26.3746365702454,23.604469379156455,10318.165,172.7,4.1,6.5
2000-08-24,4508200,57.17426358267691,0.2975598271303568,0.24950612159783647,26.445635540668675,23.69700667124539,10318.165,172.7,4.1,6.5
2000-08-25,4746600,52.06010472880898,0.27146137484434973,0.25389717224713915,26.313810300259536,24.00751271304613,10318.165,172.7,4.1,6.5
2000-08-28,5261600,54.373437014887436,0.2720794767793855,0.2575336331535884,26.29242935014642,24.168205453625554,10318.165,172.7,4.1,6.5
2000-08-29,7020300,50.932572804362984,0.23805597137356216,0.25363810079758314,26.294887812719935,24.177860180749306,10318.165,172.7,4.1,6.5
2000-08-30,8367100,56.006231957718605,0.26183526527567835,0.2552775336932022,26.356121416013224,24.20445120819332,10318.165,172.7,4.1,6.5
2000-08-31,8450600,63.71924082293865,0.3789496405782913,0.28001195507022003,26.663018203263267,24.170117783064857,10318.165,172.7,4.1,6.5
2000-09-01,5478500,64.82610029229195,0.4832989233401719,0.32066934872421043,26.999685685129673,24.021217330007044,10318.165,173.6,3.9,6.52
2000-09-05,4851200,66.84880848707293,0.5909526189357521,0.3747260027665188,27.354702205875544,23.838824062129827,10318.165,173.6,3.9,6.52
2000-09-06,6821900,61.56936848814204,0.6250769565983845,0.42479619353289194,27.535539606086804,23.77912599755089,10318.165,173.6,3.9,6.52
2000-09-07,3495800,64.88755594188854,0.6930064680085017,0.4784382484280139,27.85532591179222,23.698590065685806,10318.165,173.6,3.9,6.52
2000-09-08,4496500,66.29779309936022,0.7600735339463007,0.5347653055316713,28.191320067235196,23.650302857569493,10318.165,173.6,3.9,6.52
2000-09-11,5219500,64.74203391268098,0.7918771007588639,0.5861876645771099,28.448454280339032,23.65967522100374,10318.165,173.6,3.9,6.52
2000-09-12,7314600,46.94672348473715,0.6265773682276752,0.594265605307223,28.44875566805394,23.66240060483424,10318.165,173.6,3.9,6.52
